Case Origin,Type,Category,Sub-Category,Station,Date/Time Opened,Date/Time Closed,Age (Days)
Phone,Complaint,Policies,Hot Topic,,3/23/18 11:58,3/30/18 12:30,7
Website,Complaint,Passenger Information,Inadequate/Incorrect,,3/23/18 11:48,3/23/18 14:12,0
Phone,Complaint,Policies,Policies Misc.,,3/23/18 11:47,3/30/18 12:37,7
Phone,Complaint,Service,Service Misc.,,3/23/18 11:39,,19
Phone,Complaint,Policies,Hot Topic,,3/23/18 11:18,3/30/18 12:35,7
Website,Complaint,Service,Short Trains,C50 - Pleasant Hill/Contra Costa Centre,43182.46736,43187.59861,5
Website,Complaint,Quality of Life,Unclean Individual,,43182.43889,43182.48819,0
Twitter,Complaint,Maintenance and Equipment,M&E Misc.,M40 - Civic Center/UN Plaza (SF),43182.40139,43182.4375,0
Website,Complaint,Quality of Life,Unclean Individual,,43182.38611,43182.40694,0
Website,Complaint,Station Cleanliness,Platform,M70 - Glen Park (SF),43182.36667,43182.37361,0
Website,Complaint,Maintenance and Equipment,Escalator,M16 - Embarcadero (SF),43182.30903,43182.36875,0
Website,Complaint,Service,Scheduling,,43182.02222,43187.60208,6
Website,Complaint,Police,Lack of Presence - Train,,3/23/18 0:09,3/28/18 14:48,6
Website,Complaint,Policies,Marketing and Promotions,,3/22/18 19:19,3/28/18 15:11,6
Website,Complaint,Station Cleanliness,Escalators,,3/22/18 17:41,3/22/18 17:41,0
Website,Complaint,Quality of Life,Transient,C60 - Concord,3/22/18 17:39,3/28/18 14:50,6
Website,Complaint,Station Cleanliness,Grounds,C10 - Rockridge (Oakland),3/22/18 16:27,3/28/18 13:32,6
Website,Complaint,Service,Short Trains,,3/22/18 15:10,3/28/18 14:44,6
Website,Complaint,Policies,Marketing and Promotions,,3/22/18 14:45,3/27/18 13:29,5
Website,Complaint,Service,Short Trains,L30 - Dublin/Pleasanton,3/22/18 14:26,3/22/18 17:31,0
Phone,Complaint,Maintenance and Equipment,Elevator,K10 - 12th St. Oakland City Center,3/22/18 13:56,3/22/18 13:57,0
Website,Complaint,Parking,Parking Misc.,C30 - Lafayette,3/22/18 12:54,3/22/18 13:31,0
Website,Complaint,Service,Delays,L30 - Dublin/Pleasanton,3/22/18 12:48,3/22/18 14:05,0
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,3/22/18 10:34,3/22/18 10:37,0
Website,Complaint,Service,Delays,,3/22/18 10:23,3/22/18 10:35,0
Website,Complaint,Bike Program,Bikes - Misc.,M10 - West Oakland,3/22/18 10:18,3/22/18 11:00,0
Website,Complaint,Maintenance and Equipment,Escalator,M16 - Embarcadero (SF),3/22/18 9:25,3/28/18 10:35,6
Website,Complaint,Quality of Life,Unclean Individual,,3/22/18 9:00,3/22/18 10:31,0
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,43181.37014,43187.425,6
Website,Complaint,Announcements,Announcements Misc.,,43181.36736,43187.4,6
Website,Complaint,Maintenance and Equipment,Escalator,M16 - Embarcadero (SF),43181.35833,43181.38194,0
Website,Complaint,Trains,Trains Misc.,,43181.35417,43187.39583,6
Website,Complaint,Parking,Restrictions/Enforcement,C60 - Concord,43181.33542,43181.35139,0
Website,Complaint,Service,Scheduling,,43181.33472,43185.57778,4
Website,Complaint,Policies,Operations,Y10 - San Francisco Int'l Airport,43181.33264,43185.57222,4
Website,Complaint,Quality of Life,Transient,M40 - Civic Center/UN Plaza (SF),3/22/18 7:48,3/27/18 12:51,5
Website,Complaint,Service,Delays,,3/22/18 7:35,3/26/18 13:17,4
Website,Complaint,Service,Delays,,3/22/18 7:32,3/26/18 11:47,4
Website,Complaint,Parking,Restrictions/Enforcement,,3/22/18 7:18,3/26/18 11:27,4
Website,Complaint,Police,Fare Evasion,M50 - 16th St. Mission (SF),3/22/18 7:09,3/26/18 10:13,4
Website,Complaint,Service,Delays,L30 - Dublin/Pleasanton,3/22/18 7:07,3/26/18 9:59,4
Website,Complaint,Quality of Life,Unclean Individual,,3/22/18 6:24,3/26/18 9:37,4
Website,Complaint,Police,Police Misc.,,3/21/18 19:48,3/27/18 11:31,6
Website,Complaint,Service,Crowded Trains,,3/21/18 19:34,3/27/18 11:18,6
Website,Complaint,Maintenance and Equipment,Escalator,M40 - Civic Center/UN Plaza (SF),3/21/18 19:20,3/27/18 11:15,6
Website,Complaint,Police,Lack of Presence - Train,,3/21/18 17:37,3/27/18 11:09,6
Website,Complaint,Quality of Life,Unclean Individual,,3/21/18 17:21,3/27/18 11:02,6
Website,Complaint,Trains,Air Conditioning Inoperative,,3/21/18 17:13,3/27/18 10:42,6
Website,Complaint,Quality of Life,Unclean Individual,,3/21/18 12:49,3/27/18 10:40,6
Website,Complaint,Station Cleanliness,Stairs,M40 - Civic Center/UN Plaza (SF),3/21/18 12:21,3/21/18 12:34,0
Website,Complaint,Announcements,Quality Train Announcements,K20 - 19th St. Oakland,3/21/18 12:01,3/21/18 12:59,0
Phone,Complaint,Parking,Restrictions/Enforcement,,43180.41042,43180.41319,0
Website,Complaint,Service,Early Dispatch,L30 - Dublin/Pleasanton,43180.40556,43180.50694,0
Website,Complaint,Quality of Life,Unclean Individual,,43180.39167,43180.39792,0
Website,Complaint,Policies,Marketing and Promotions,,43180.37986,43180.40139,0
Website,Complaint,Quality of Life,Unclean Individual,C80 - Pittsburg/Bay Point,43180.31667,43182.71667,2
Website,Complaint,Quality of Life,Unclean Individual,,43180.29653,43182.71111,2
Website,Complaint,Police,Police Misc.,,43180.25625,43182.70347,2
Website,Complaint,Police,Police Misc.,,3/21/18 5:52,3/21/18 9:32,0
Website,Complaint,Police,Fare Evasion,,3/21/18 5:33,3/23/18 16:48,2
Website,Complaint,Policies,Operations,C80 - Pittsburg/Bay Point,3/21/18 5:32,3/23/18 16:36,2
Website,Complaint,Policies,Hot Topic,,3/20/18 19:14,3/23/18 15:04,3
Website,Complaint,AFC,AFC Misc.,,3/20/18 18:21,3/23/18 13:54,3
Website,Complaint,Service,Crowded Trains,,3/20/18 18:06,3/23/18 10:48,3
Website,Complaint,Trains,Air Conditioning Inoperative,,3/20/18 18:03,3/21/18 9:23,1
Website,Complaint,Policies,Marketing and Promotions,,3/20/18 17:57,3/21/18 11:10,1
Website,Complaint,Service,Crowded Trains,,3/20/18 17:52,3/23/18 10:33,3
Phone,Complaint,Maintenance and Equipment,M&E Misc.,,3/20/18 17:35,3/20/18 17:35,0
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,3/20/18 17:06,3/22/18 17:36,2
Website,Complaint,Police,Fare Evasion,M50 - 16th St. Mission (SF),3/20/18 16:58,3/22/18 17:34,2
Website,Complaint,Train Cleanliness,Interior Car Vandalism,,3/20/18 16:44,3/22/18 17:21,2
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,3/20/18 16:41,3/22/18 17:18,2
Website,Complaint,Trains,Trains Misc.,,3/20/18 16:35,3/22/18 17:17,2
Phone,Complaint,Service,Delays,W10 - Colma,3/20/18 16:06,3/21/18 11:36,1
Phone,Complaint,Service,Delays,,43179.66042,43186.41181,7
Phone,Complaint,Station Cleanliness,Parking Garage,K30 - MacArthur (Oakland),43179.65069,43186.40139,7
Website,Complaint,Quality of Life,Transient,,43179.64514,43181.71458,2
Website,Complaint,Station Cleanliness,Platform,K20 - 19th St. Oakland,43179.62292,43180.56458,1
Email,Complaint,Passenger Information,Improve Website,A30 - Coliseum,43179.58611,43180.48403,1
Email,Complaint,Policies,Hot Topic,,43179.58403,43179.58472,0
Website,Complaint,Policies,Fares,,43179.52431,43179.52431,0
Website,Complaint,Police,Lack of Presence - STA,,3/20/18 11:41,3/28/18 14:16,8
Website,Complaint,Maintenance and Equipment,TDS Signs Not Working,M20 - Montgomery St. (SF),3/20/18 10:41,3/20/18 11:10,0
Phone,Complaint,Policies,Hot Topic,,3/20/18 10:23,3/20/18 10:23,0
Website,Complaint,Station Cleanliness,Stairs,M70 - Glen Park (SF),3/20/18 9:12,3/20/18 12:00,0
Website,Complaint,Maintenance and Equipment,M&E Misc.,R50 - El Cerrito del Norte,3/20/18 9:09,3/20/18 15:37,0
Website,Complaint,Service,Service Misc.,,3/20/18 9:03,3/20/18 12:34,0
Website,Complaint,AFC,Clipper,,3/20/18 8:48,3/20/18 13:24,0
Website,Complaint,Service,Delays,,3/20/18 8:44,3/20/18 13:26,0
Website,Complaint,Service,Service Misc.,,3/20/18 8:33,3/21/18 15:10,1
Website,Complaint,Maintenance and Equipment,Escalator,,3/20/18 8:31,3/21/18 17:19,1
Website,Complaint,Police,Fare Evasion,M40 - Civic Center/UN Plaza (SF),3/20/18 8:16,3/27/18 10:03,7
Website,Complaint,Passenger Information,BSA,M60 - 24th St. Mission (SF),3/20/18 7:54,3/21/18 16:56,1
Website,Complaint,Trains,Trains Misc.,,3/20/18 7:38,3/21/18 16:00,1
Website,Complaint,Service,Delays,,3/20/18 7:32,3/21/18 14:44,1
Website,Complaint,Policies,Smoking Enforcement,A70 - South Hayward,3/20/18 7:32,3/21/18 12:32,1
Website,Complaint,Service,Delays,M60 - 24th St. Mission (SF),3/20/18 6:48,3/21/18 11:57,1
Website,Complaint,Service,Delays,M60 - 24th St. Mission (SF),43179.26667,43180.47153,1
Website,Complaint,Service,Delays,M60 - 24th St. Mission (SF),43179.24861,43180.46597,1
Website,Complaint,Service,Delays,M60 - 24th St. Mission (SF),43179.24514,43180.42569,1
Website,Complaint,Police,Lack of Presence - Train,,43179.24514,43180.57431,1
Website,Complaint,Passenger Information,Inadequate/Incorrect,,43179.23681,43180.40417,1
Website,Complaint,Service,Delays,M50 - 16th St. Mission (SF),43179.23403,43187.60556,8
Website,Complaint,Policies,Policies Misc.,,43179.02083,43180.45625,1
Phone,Complaint,Bike Program,Bikes - Violations/Infractions,A60 - Hayward,3/19/18 16:29,3/19/18 16:32,0
Website,Complaint,Maintenance and Equipment,Escalator,,3/19/18 16:04,3/28/18 13:24,9
Phone,Complaint,Station Cleanliness,Parking Lots,,3/19/18 13:57,3/19/18 14:02,0
Website,Complaint,Train Cleanliness,Interior Car Vandalism,R50 - El Cerrito del Norte,3/19/18 12:51,3/20/18 17:40,1
Phone,Complaint,Policies,Hot Topic,,3/19/18 12:18,3/20/18 14:49,1
Phone,Complaint,Train Cleanliness,Interior Car Cleanliness,,3/19/18 11:13,3/19/18 11:16,0
Website,Complaint,Quality of Life,Unclean Individual,,3/19/18 8:36,3/20/18 14:01,1
Website,Complaint,Policies,Smoking Enforcement,,3/19/18 8:21,3/20/18 12:51,1
Website,Complaint,Trains,Air Conditioning Inoperative,,3/19/18 8:02,3/19/18 8:15,0
Website,Complaint,Station Cleanliness,Restrooms,A20 - Fruitvale (Oakland),3/19/18 7:14,3/19/18 12:35,0
Website,Complaint,Policies,Operations,A20 - Fruitvale (Oakland),3/19/18 6:55,3/19/18 17:10,0
Website,Complaint,Passenger Information,Inadequate/Incorrect,K10 - 12th St. Oakland City Center,3/19/18 6:41,3/19/18 17:04,0
Website,Complaint,Maintenance and Equipment,Escalator,M40 - Civic Center/UN Plaza (SF),3/18/18 21:39,3/19/18 16:06,1
Website,Complaint,Parking,Paid,A40 - San Leandro,3/18/18 0:13,3/19/18 14:17,2
Website,Complaint,Policies,Hot Topic,,3/17/18 23:12,3/19/18 14:03,2
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),3/17/18 19:39,3/19/18 13:54,2
Website,Complaint,Announcements,No Destination/Arrival Announcement,,43176.45972,43178.56597,2
Website,Complaint,Police,Lack of Presence - Train,,43175.75556,43178.46458,3
Website,Complaint,Service,Service Misc.,M60 - 24th St. Mission (SF),43175.72431,43178.43125,3
Website,Complaint,Service,Closed Door,K10 - 12th St. Oakland City Center,43175.7125,43178.42639,3
Website,Complaint,Station Cleanliness,Facilities Maintenance Misc.,,43175.7125,43178.42292,3
Website,Complaint,Policies,Hot Topic,,43175.67431,43178.42014,3
Website,Complaint,Policies,Hot Topic,M40 - Civic Center/UN Plaza (SF),43175.66875,43178.41458,3
Website,Complaint,AFC,Gate Malfunction,A70 - South Hayward,3/16/18 15:56,3/19/18 9:48,3
Website,Complaint,Policies,Hot Topic,M40 - Civic Center/UN Plaza (SF),3/16/18 15:36,3/16/18 15:53,0
Website,Complaint,Policies,Policies Misc.,,3/16/18 15:35,3/19/18 9:44,3
Ground Mail,Complaint,Service,Service Misc.,M40 - Civic Center/UN Plaza (SF),3/16/18 12:40,3/16/18 12:50,0
Walk In,Complaint,Train Cleanliness,Train Clean - Misc.,,3/16/18 12:31,3/16/18 12:33,0
Phone,Complaint,AFC,Clipper,,3/16/18 12:13,3/16/18 12:14,0
Phone,Complaint,Passenger Information,Phone Center,,3/16/18 12:05,3/16/18 12:06,0
Website,Complaint,Policies,Operations,,3/16/18 11:46,3/16/18 14:04,0
Website,Complaint,Policies,Hot Topic,,3/16/18 11:21,3/16/18 11:32,0
Website,Complaint,Parking,Restrictions/Enforcement,A90 - Fremont,3/16/18 11:14,3/16/18 13:49,0
Website,Complaint,Station Cleanliness,Platform,K10 - 12th St. Oakland City Center,3/16/18 11:10,3/16/18 14:08,0
Phone,Complaint,AFC,Gate Malfunction,R40 - El Cerrito Plaza,3/16/18 10:44,3/16/18 10:59,0
Email,Complaint,Passenger Information,Inadequate/Incorrect,C60 - Concord,3/16/18 10:38,3/16/18 10:38,0
Website,Complaint,Policies,Hot Topic,,3/16/18 10:30,3/16/18 11:30,0
Phone,Complaint,Maintenance and Equipment,M&E Misc.,W20 - South San Francisco,3/16/18 10:11,3/16/18 10:22,0
Phone,Complaint,Policies,Hot Topic,,3/16/18 9:56,3/16/18 11:04,0
Website,Complaint,Quality of Life,Unclean Individual,,43175.37917,43178.74306,3
Website,Complaint,Station Cleanliness,Platform,W20 - South San Francisco,43175.37778,43175.55486,0
Website,Complaint,Trains,Trains Misc.,,43175.36806,43175.55347,0
Website,Complaint,Service,Delays,S20 - Warm Springs,43175.35417,43175.54722,0
Website,Complaint,Service,Timed Meet/Connection,K30 - MacArthur (Oakland),43175.35417,43175.49236,0
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,43175.34444,43175.48681,0
Website,Complaint,Police,Lack of Presence - Train,,43175.33403,43175.36181,0
Website,Complaint,Passenger Information,Inadequate/Incorrect,M50 - 16th St. Mission (SF),3/16/18 7:47,3/16/18 11:37,0
Website,Complaint,Passenger Information,Inadequate/Incorrect,,3/16/18 7:43,3/16/18 11:26,0
Website,Complaint,Quality of Life,Unclean Individual,,3/16/18 7:37,3/16/18 11:19,0
Website,Complaint,Policies,Hot Topic,,3/16/18 7:32,3/16/18 11:14,0
Website,Complaint,Police,Lack of Presence - STA,C80 - Pittsburg/Bay Point,3/16/18 6:35,3/16/18 10:31,0
Website,Complaint,Parking,Parking Misc.,C40 - Walnut Creek,3/16/18 6:27,3/16/18 10:22,0
Website,Complaint,AFC,Clipper,A40 - San Leandro,3/15/18 21:46,3/16/18 9:40,0
Website,Complaint,Quality of Life,Transient,C60 - Concord,3/15/18 21:32,3/16/18 9:29,0
Website,Complaint,Service,Dwell Time,A70 - South Hayward,3/15/18 18:09,3/16/18 9:14,1
Website,Complaint,Service,Delays,R60 - Richmond,3/15/18 16:43,3/27/18 9:43,12
Website,Complaint,Service,Crowded Trains,L30 - Dublin/Pleasanton,3/15/18 16:37,3/15/18 17:02,0
Website,Complaint,Quality of Life,Unclean Individual,,3/15/18 16:24,3/15/18 16:24,0
Website,Complaint,Train Cleanliness,Interior Car Vandalism,,3/15/18 16:15,3/16/18 15:27,1
Website,Complaint,Maintenance and Equipment,Escalator,M40 - Civic Center/UN Plaza (SF),3/15/18 15:34,3/15/18 16:09,0
Phone,Complaint,Service,Delays,C80 - Pittsburg/Bay Point,3/15/18 14:07,,27
Website,Complaint,Parking,Crowded Lots,,3/15/18 13:55,3/15/18 15:24,0
Phone,Complaint,Police,Lack of Presence - STA,,43174.57639,43174.58681,0
Website,Complaint,Police,Lack of Presence - Train,,43174.56875,43174.59167,0
Phone,Complaint,Service,Closed Door,K30 - MacArthur (Oakland),43174.56736,,27
Phone,Complaint,Passenger Information,Inadequate/Incorrect,,43174.55347,,27
Website,Complaint,Maintenance and Equipment,Graffiti,C70 - North Concord/Martinez,43174.52847,43174.53472,0
Website,Complaint,Maintenance and Equipment,M&E Misc.,,43174.49236,43174.58611,0
Website,Complaint,Maintenance and Equipment,Rail Noise,,43174.44653,43174.60972,0
Website,Complaint,Service,Crowded Trains,L30 - Dublin/Pleasanton,3/15/18 10:29,3/15/18 13:25,0
Website,Complaint,Policies,Hot Topic,M60 - 24th St. Mission (SF),3/15/18 9:11,3/15/18 9:35,0
Website,Complaint,Policies,Policies Misc.,,3/15/18 8:31,3/15/18 8:35,0
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,3/15/18 8:02,3/15/18 8:22,0
Website,Complaint,Parking,Parking Misc.,,3/15/18 7:54,3/15/18 8:53,0
Website,Complaint,Passenger Information,Inadequate/Incorrect,,3/15/18 7:47,3/15/18 8:39,0
Website,Complaint,Quality of Life,Unclean Individual,,3/15/18 7:41,3/15/18 9:45,0
Website,Complaint,Passenger Information,Inadequate/Incorrect,,3/15/18 7:13,3/15/18 14:26,0
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),3/15/18 7:12,3/15/18 9:07,0
Website,Complaint,Service,Delays,L20 - West Dublin/Pleasanton,3/15/18 6:58,3/15/18 9:15,0
Website,Complaint,Service,Delays,L10 - Castro Valley,3/15/18 6:56,3/15/18 13:16,0
Website,Complaint,Parking,Restrictions/Enforcement,,3/15/18 6:46,3/15/18 9:04,0
Website,Complaint,Service,Delays,L20 - West Dublin/Pleasanton,3/15/18 6:38,3/15/18 11:33,0
Website,Complaint,Quality of Life,Transient,,3/15/18 6:17,3/15/18 9:58,0
Website,Complaint,Service,Scheduling,A20 - Fruitvale (Oakland),3/15/18 5:21,3/15/18 11:22,0
Website,Complaint,Quality of Life,Unclean Individual,C80 - Pittsburg/Bay Point,3/14/18 23:53,3/15/18 11:15,0
Website,Complaint,Policies,Policies Misc.,A90 - Fremont,43173.84028,43174.45,1
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,43173.79444,43174.35347,1
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,43173.79444,43174.35625,1
Website,Complaint,Trains,Air Conditioning Inoperative,,43173.77569,43174.41667,1
Website,Complaint,Policies,Fares,M40 - Civic Center/UN Plaza (SF),43173.76458,43174.40694,1
Comment Card,Complaint,Service,Delays,C50 - Pleasant Hill/Contra Costa Centre,43173.72569,,28
Comment Card,Complaint,Service,Delays,M60 - 24th St. Mission (SF),43173.72083,43175.71528,2
Phone,Complaint,Station Cleanliness,Parking Lots,,3/14/18 16:18,3/14/18 16:19,0
Website,Complaint,Policies,Lost & Found,C70 - North Concord/Martinez,3/14/18 16:07,3/15/18 10:10,1
Phone,Complaint,AFC,Vendor Inoperative,W10 - Colma,3/14/18 14:01,3/14/18 14:01,0
Comment Card,Complaint,AFC,AFC Misc.,M10 - West Oakland,3/14/18 13:37,,28
Comment Card,Complaint,Quality of Life,Transient,,3/14/18 13:27,,28
Website,Complaint,Police,Police Misc.,M16 - Embarcadero (SF),3/14/18 12:44,3/14/18 12:53,0
Website,Complaint,Police,Police Misc.,,3/14/18 12:37,3/14/18 13:48,0
Phone,Complaint,Police,Lack of Presence - STA,,3/14/18 10:41,3/14/18 10:43,0
Website,Complaint,Service,Crowded Trains,,3/14/18 9:31,3/14/18 9:45,0
Website,Complaint,Station Cleanliness,Stairs,M20 - Montgomery St. (SF),3/14/18 9:01,3/14/18 9:30,0
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,3/14/18 8:42,3/14/18 9:03,0
Website,Complaint,Service,Delays,,3/14/18 8:11,3/14/18 8:38,0
Website,Complaint,Quality of Life,Transient,,3/14/18 7:45,3/14/18 9:03,0
Website,Complaint,Service,Service Misc.,C60 - Concord,3/14/18 7:39,3/15/18 9:25,1
Website,Complaint,Station Cleanliness,Escalators,M30 - Powell St. (SF),3/14/18 7:29,3/14/18 8:56,0
Website,Complaint,Police,Police Misc.,,3/14/18 7:28,3/14/18 8:58,0
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,43173.29444,43173.42361,0
Website,Complaint,Quality of Life,Unclean Individual,,43173.29375,43173.51042,0
Website,Complaint,Service,Service Misc.,A50 - Bay Fair (San Leandro),43173.28611,43174.36181,1
Website,Complaint,Service,Short Trains,,43173.28194,43173.43611,0
Website,Complaint,Service,Delays,,43173.26181,43173.49375,0
Website,Complaint,Service,Delays,,43173.25417,43173.45417,0
Website,Complaint,Service,Delays,,43173.24375,43173.49444,0
Website,Complaint,Police,Fare Evasion,,3/14/18 5:27,3/14/18 14:01,0
Website,Complaint,Service,Delays,C20 - Orinda,3/14/18 4:49,3/14/18 18:04,1
Website,Complaint,Policies,Operations,M10 - West Oakland,3/14/18 4:21,3/14/18 17:46,1
Website,Complaint,Service,Short Trains,,3/13/18 18:32,3/14/18 10:34,1
Website,Complaint,Service,Crowded Trains,,3/13/18 18:21,3/14/18 10:22,1
Website,Complaint,Announcements,No Delay Announcement,,3/13/18 18:09,3/14/18 14:40,1
Phone,Complaint,Service,Delays,A90 - Fremont,3/13/18 18:04,3/13/18 18:05,0
Phone,Complaint,Trains,Doors Inoperative,A20 - Fruitvale (Oakland),3/13/18 17:53,3/13/18 17:53,0
Website,Complaint,Policies,Policies Misc.,K20 - 19th St. Oakland,3/13/18 16:41,3/14/18 10:25,1
Website,Complaint,Maintenance and Equipment,Escalator,M16 - Embarcadero (SF),3/13/18 15:33,3/14/18 12:42,1
Website,Complaint,Passenger Information,Inadequate/Incorrect,C50 - Pleasant Hill/Contra Costa Centre,3/13/18 15:05,3/14/18 17:40,1
Phone,Complaint,Maintenance and Equipment,Escalator,M40 - Civic Center/UN Plaza (SF),3/13/18 14:49,3/14/18 17:30,1
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,3/13/18 14:19,3/14/18 12:29,1
Phone,Complaint,Police,Lack of Presence - Train,,3/13/18 11:49,3/13/18 11:49,0
Website,Complaint,Service,Delays,,3/13/18 11:33,3/13/18 11:33,0
Phone,Complaint,Police,Lack of Presence - STA,R60 - Richmond,3/13/18 10:43,3/13/18 10:55,0
Website,Complaint,Service,Service Misc.,C50 - Pleasant Hill/Contra Costa Centre,43172.36944,43173.68958,1
Website,Complaint,Service,Service Misc.,,43172.36667,43173.67569,1
Website,Complaint,Service,Crowded Trains,,43172.36528,43172.56319,0
Website,Complaint,Service,Delays,,43172.35903,43173.6125,1
Website,Complaint,Police,Lack of Presence - Train,,43172.35556,43172.66944,0
Website,Complaint,Service,Crowded Trains,C60 - Concord,43172.34444,43172.64167,0
Website,Complaint,Policies,Advertising,,43172.33958,43173.41111,1
Website,Complaint,Service,Scheduling,,3/13/18 6:59,3/15/18 15:53,2
Website,Complaint,Train Cleanliness,Train Clean - Misc.,,3/13/18 6:58,3/13/18 12:19,0
Website,Complaint,Service,Delays,,3/13/18 6:28,3/14/18 12:24,1
Website,Complaint,Service,Delays,,3/13/18 6:13,3/14/18 12:24,1
Website,Complaint,Service,Short Trains,,3/13/18 5:47,3/14/18 9:19,1
Website,Complaint,Police,Lack of Presence - Train,,3/13/18 5:28,3/14/18 14:01,1
Website,Complaint,Police,Lack of Presence - STA,M50 - 16th St. Mission (SF),3/12/18 16:45,3/13/18 11:00,1
Website,Complaint,Maintenance and Equipment,Escalator,M20 - Montgomery St. (SF),3/12/18 16:37,3/13/18 15:51,1
Website,Complaint,Service,Short Trains,,3/12/18 16:31,3/14/18 12:21,2
Website,Complaint,Quality of Life,Transient,,3/12/18 16:19,3/14/18 13:00,2
Website,Complaint,Maintenance and Equipment,M&E Misc.,C80 - Pittsburg/Bay Point,3/12/18 16:11,3/14/18 15:27,2
Website,Complaint,Parking,Parking Misc.,C40 - Walnut Creek,3/12/18 15:39,3/14/18 12:20,2
Website,Complaint,Quality of Life,Unclean Individual,C80 - Pittsburg/Bay Point,3/12/18 13:46,3/14/18 11:37,2
Website,Complaint,Service,Delays,,3/12/18 13:27,3/14/18 10:03,2
Website,Complaint,Service,Scheduling,W40 - Millbrae,3/12/18 11:44,3/12/18 11:44,0
Phone,Complaint,Station Cleanliness,Platform,C20 - Orinda,3/12/18 11:21,3/12/18 11:25,0
Website,Complaint,Maintenance and Equipment,Escalator,M20 - Montgomery St. (SF),43171.43681,43171.50278,0
Website,Complaint,Police,Lack of Presence - Train,W10 - Colma,43171.41319,43171.52083,0
Website,Complaint,Service,Timed Meet/Connection,,43171.39028,43173.4125,2
Email,Complaint,Station Cleanliness,Concourse,,43171.34861,43172.49792,1
Website,Complaint,Service,Crowded Trains,M16 - Embarcadero (SF),43171.34306,43173.46111,2
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,43171.34028,43173.39236,2
Website,Complaint,Police,Fare Evasion,M60 - 24th St. Mission (SF),43171.33819,43173.43125,2
Website,Complaint,Announcements,Announcements Misc.,C70 - North Concord/Martinez,3/12/18 7:42,3/14/18 10:02,2
Website,Complaint,Passenger Information,Inadequate/Incorrect,C60 - Concord,3/12/18 7:38,3/14/18 10:48,2
Website,Complaint,Service,Service Misc.,,3/12/18 7:37,3/14/18 10:16,2
Website,Complaint,Quality of Life,Transient,A50 - Bay Fair (San Leandro),3/12/18 5:50,3/13/18 10:58,1
Phone,Complaint,Police,Lack of Presence - Train,R60 - Richmond,3/11/18 22:25,3/11/18 22:26,0
Phone,Complaint,Police,Lack of Presence - Train,M50 - 16th St. Mission (SF),3/11/18 21:26,3/11/18 21:28,0
Phone,Complaint,Quality of Life,Unclean Individual,L30 - Dublin/Pleasanton,3/11/18 19:22,3/11/18 21:07,0
Phone,Complaint,Service,Delays,,3/11/18 18:44,,31
Website,Complaint,Service,Service Misc.,,3/11/18 18:42,3/13/18 16:24,2
Phone,Complaint,Service,Delays,L30 - Dublin/Pleasanton,3/11/18 17:15,,31
Phone,Complaint,Policies,Refunds,,3/11/18 16:02,3/11/18 16:02,0
Phone,Complaint,Policies,Policies Misc.,M40 - Civic Center/UN Plaza (SF),3/11/18 15:33,3/11/18 15:45,0
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,3/11/18 13:35,3/14/18 9:06,3
Website,Complaint,Maintenance and Equipment,Lighting,A50 - Bay Fair (San Leandro),3/10/18 22:48,3/13/18 11:11,2
Website,Complaint,Police,Lack of Presence - Train,,3/10/18 13:30,3/13/18 15:32,3
Website,Complaint,Quality of Life,Transient,,3/10/18 11:36,3/13/18 15:15,3
Website,Complaint,Quality of Life,Unclean Individual,,43169.47431,43172.65278,3
Website,Complaint,Policies,Operations,A10 - Lake Merritt (Oakland),43169.39861,43172.75694,3
Website,Complaint,Passenger Information,Directional Signage,M80 - Balboa Park (SF),43169.38333,43172.73194,3
Website,Complaint,Station Cleanliness,Platform,C70 - North Concord/Martinez,43169.38264,43172.50625,3
Website,Complaint,Quality of Life,Transient,,43169.32361,43172.50972,3
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),43168.83611,43172.56806,4
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),43168.78194,43172.63889,4
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),3/9/18 18:18,3/13/18 13:02,4
Website,Complaint,Maintenance and Equipment,Escalator,M16 - Embarcadero (SF),3/9/18 17:35,3/13/18 16:46,4
Website,Complaint,Passenger Information,Inadequate/Incorrect,R10 - Ashby (Berkeley),3/9/18 17:06,3/13/18 16:26,4
Website,Complaint,Police,Police Misc.,,3/9/18 17:03,3/13/18 16:17,4
